,us_value,gyr_acc_x,gyr_acc_y,gyr_acc_z,gyr_x,gyr_y,gyr_z
14,0.6403697850543749,0.13264067622406384,0.08462977923279649,0.06492349755928478,0.03236384614210046,0.010600644938564064,0.034471770848815614
15,0.6578238379803828,0.12118359333688462,0.05910250495556934,0.06881834380993448,0.033010186044458996,0.024479908307695423,0.0355816255650743
16,0.6490451168711323,0.11768903186315549,0.08498620590962326,0.06685736769931588,0.03335736076561958,0.015456934820144345,0.03260798207100934
17,0.9833830679767853,0.013900233852179322,0.0004879317230893582,0.0004882634370373749,0.0010079564382045364,6.11372877557784e-05,0.0006714092849481546
18,0.592026657041996,0.12468600796174277,0.0829807658331742,0.07923440805464892,0.05001115060270439,0.024035047759498832,0.047025962746234815
19,0.9096078994988054,0.039792574899584175,0.012663328133910917,0.01877507060162121,0.007908225854716568,0.002621132185825438,0.008631768825536075
20,0.8261822296148795,0.06994815917873985,0.022786934386584964,0.034978157254775134,0.014398142647289322,0.013842846162065204,0.017863530755666056
21,0.607256638984188,0.12253769227675451,0.08461221557989515,0.06348648676606941,0.04633266023682101,0.02631224656339077,0.04946205959288114
22,0.8859672557784362,0.041735595583728226,0.01624482375368511,0.017343572726464054,0.01841845062479527,0.00329188215416633,0.016998419378724844
23,0.8651045466622109,0.059492209771734604,0.023779977240664142,0.025490309135565593,0.007807502186677907,0.007238264854370407,0.011087190148776268
24,0.6178031999611167,0.11530358674937727,0.06822636086299856,0.08254557184278334,0.041029632936719185,0.02301725132677493,0.05207439632023004
25,0.8231079707143968,0.06167130417457471,0.03532528890598354,0.02764804666272798,0.009914620579084772,0.00955473918314852,0.03277802978008364
26,0.6158614853227574,0.12061777705698454,0.08818895774796437,0.07591590784487134,0.031213866925614224,0.021974936610281087,0.04622706849152678
27,0.8956646559274901,0.04301096900323153,0.02082611708748992,0.018209095627180736,0.009284215478157446,0.004596125979926333,0.008408820896523948
28,0.8388578228900708,0.06848355476340767,0.025917590239901773,0.03203757820993207,0.00925774049838503,0.008072635207779053,0.017373078190523337
29,0.6514999612998216,0.13084592860300268,0.07176933926534607,0.06487511167458014,0.033453393758308504,0.01115849693863001,0.036397768460310974
30,0.6258516108180587,0.11494890521205202,0.0541516044546612,0.09289635781642465,0.03786458488633236,0.029792424722131495,0.04449451209033967
31,0.5706526974969952,0.1119489301612704,0.09180637099022852,0.09221881609472729,0.048907228630271055,0.021300709507489753,0.06316524711901793
32,0.6011241909383362,0.1083001145640603,0.09272538189189163,0.0897832570150858,0.04735619141336893,0.018192575856355447,0.04251828832090175
33,0.614088147297035,0.11583099012374098,0.08119491702724609,0.07804113958801169,0.04597201955565288,0.02394735807030459,0.04092542833800934
34,0.9029033843861723,0.04365616601219777,0.01658418982877388,0.02058700919000294,0.0039032138535008616,0.0027822676473575063,0.009583769081994799
35,0.61459036689251,0.11197896598620255,0.08606725989024562,0.08549924511328437,0.04017034273222131,0.02717122646154824,0.03452259292398762
36,0.5469808555567673,0.1475302183592067,0.0764431337692638,0.09501628959607018,0.04526200639534702,0.035826308324812775,0.0529411879985318
37,0.6041915443597847,0.10974119736580382,0.08172097789897396,0.08594958570166092,0.052574115135341985,0.025187405768892543,0.040635173769542156
38,0.6205497494043067,0.11751362026601697,0.07958807878506578,0.0788613544525537,0.03856014535505138,0.023214160939156733,0.04171289079784871
39,0.7759719860220035,0.06857467431775896,0.0486436965696317,0.054240545339792424,0.017395105818978636,0.0114652170119203,0.023708774919914664
40,0.8829533028619122,0.04760359373827604,0.025836131361688677,0.024086686359244408,0.007438899670825262,0.0018394442789691446,0.0102419417290844
41,0.806055074803268,0.06334151722144155,0.038549366913882964,0.036164042992022034,0.022798778610966113,0.008787857405147658,0.02430336205327169
42,0.8877103486345193,0.0490708505933433,0.015934504794399812,0.019109404716137906,0.007322623931607341,0.009822595867659281,0.01102967146233329
43,0.7837946928378157,0.06085756255536526,0.051788778638782,0.04550534190664105,0.02070368530812928,0.009614818169905453,0.027735120583361573
44,0.73751740774362,0.09315291287861517,0.030125886759899814,0.06304614943124436,0.021956577228426474,0.02460986005023953,0.029591205907954773
45,0.8490031733742128,0.0552561073225554,0.025435375247614442,0.033141799243124125,0.018082235369115015,0.003927272137060267,0.015154037306317961
46,0.7317633179602216,0.1012201088393391,0.0531828250738957,0.04622313109149247,0.02220476265295709,0.01229616795654062,0.03310968642555331
47,0.646940160669706,0.10070685737453075,0.07943551027887519,0.08761597015036249,0.03341456906807882,0.015626182133385003,0.03626075032506148
48,0.8600018720495808,0.049235314474380655,0.03863490962032621,0.022524314719063875,0.015593236006614549,0.007077993247492737,0.006932359882541031
49,0.793767103702403,0.07643361276058888,0.03557631960979394,0.04609435605937555,0.013397827404203977,0.008543530750936822,0.026187249712697876
50,0.6257419947531442,0.12711052263230876,0.08229466417669633,0.07676028444436421,0.025170060618567677,0.008193801260719957,0.054728672114198906
51,0.5865215393183293,0.1337151230837471,0.08726059629297306,0.08120594287366549,0.04568427465245518,0.019618932168894657,0.04599359160993503
52,0.9029033843861723,0.04365616601219777,0.01658418982877388,0.02058700919000294,0.0039032138535008616,0.0027822676473575063,0.009583769081994799
53,0.9305336181847634,0.03833988969908518,0.011403590837483133,0.009113085739577953,0.0025543576215112463,0.0032585360141329307,0.004796921903446092
54,0.6071810754528302,0.1178856208842423,0.07581478575212633,0.07492977001273109,0.05782772829150847,0.014857094658349876,0.05150392494821197
55,0.7925532760863537,0.06324359283475807,0.04126015051146918,0.04799149664000534,0.015853873269303837,0.008949721725695917,0.030147888932413772
56,0.6367395874991266,0.1076686890124297,0.05354376657883788,0.08652871897139199,0.03600786397010198,0.02176679597380352,0.05774457799430833
57,0.5934665392745923,0.11169092710099349,0.06654990977877093,0.09707890681820591,0.06048372794841544,0.022538795707954664,0.0481911933710674
58,0.6644827842443181,0.10040228007021541,0.06378010740847127,0.08051619527123416,0.040392624522752385,0.016143592730767046,0.03428241575224182
59,0.6541075928074198,0.12024772946207436,0.055124784692709136,0.059215351806929,0.04580707672306386,0.01767017769931396,0.047827286808489425
60,0.7306375880425384,0.09347812098180616,0.04582352008496268,0.05829711545657857,0.01777820339552515,0.0150125007331216,0.03897295130546741
61,0.5643294022611283,0.12138217727416711,0.09342553258293981,0.10081810644433613,0.043920772454613254,0.02310991815943452,0.05301409082338095
62,0.831249204970964,0.05913987526834139,0.028260807820389047,0.03424422644624636,0.021192512413796178,0.0074231677936627055,0.018490205286600385
63,0.9382165136079864,0.025176470013027114,0.011912402049906573,0.010038136114428112,0.005238671584184541,0.004785482382735294,0.00463232424773205
64,0.6214155997618629,0.13280793136570324,0.07100053895464342,0.07404394771341026,0.03477310040046323,0.02170340204666206,0.04425547975725492
65,0.731931402811029,0.07716993976809305,0.08379872330830371,0.0479670132346336,0.019312691791920366,0.008033116753735373,0.03178711233228484
66,0.8600018720495808,0.049235314474380655,0.03863490962032621,0.022524314719063875,0.015593236006614549,0.007077993247492737,0.006932359882541031
67,0.5750142710075195,0.12787226883453928,0.0822343709991323,0.11821642280950968,0.03692557468554628,0.016140614259087183,0.043596477404665615
68,0.6460976053578509,0.13313448457960633,0.05955656492125833,0.06997493354609162,0.03732996187750872,0.024888379254583738,0.02901807046310049
69,0.885120798213752,0.04205177594613162,0.016376921964761256,0.017466606490706683,0.018551971569226652,0.003316614220120674,0.01711531159530137
70,0.6851569152102409,0.10142496398882271,0.06723302192426371,0.05884809868782148,0.03430091424508913,0.007416571752849879,0.045619514190912286
71,0.887632978967749,0.050544499829564486,0.019015509809395564,0.017126805390891033,0.007575091617190799,0.005082926219018894,0.013022188166190106
72,0.6121924815629938,0.11726918896137428,0.08126331031782509,0.08072610817555177,0.03423354899700545,0.022872085926545018,0.05144327605870473
73,0.922980210496572,0.03272462319437453,0.011755596344082363,0.015754876385016048,0.007711673836207978,0.0024849882304105093,0.006588031513336619
74,0.6430472233750669,0.11819947132009896,0.0668889830706645,0.07165852994307019,0.03144034668433469,0.027565434666205695,0.041200010940558814
75,0.617172283504406,0.09025598222912436,0.07870016783086854,0.08305971100770633,0.05467396545304401,0.026323604395728898,0.04981428557912171
76,0.7340846210992632,0.10486653141965667,0.0403980320614513,0.047903220792835724,0.021228873481156166,0.015578932170189233,0.035939788975447126
77,0.6458880411146225,0.11667501173824155,0.06307703619965542,0.07522029066248555,0.03094540285606477,0.024930125186228346,0.043264092242701925
78,0.9005744854508982,0.037335281475592674,0.014996900134142715,0.022733769240543152,0.005048608169200319,0.009145425749649438,0.010165529779973427
79,0.6190380697233425,0.13225080799134475,0.0820418444288155,0.07964635041685138,0.03437162042912695,0.01818823559468221,0.03446307141583648
80,0.6431910019896326,0.14144275251232707,0.06138491236264551,0.06714707555739419,0.033265679921909166,0.023971467665710924,0.029597109990380368
81,0.6277167740552236,0.1123295337438224,0.0731554666838488,0.08151464428870449,0.046194931753084006,0.02736134866714073,0.03172730080817624
82,0.6992856804942331,0.11811779182190342,0.043503439958315834,0.06315045522363054,0.022078540554411833,0.021924463476685495,0.03193962847081968
83,0.5929377942164658,0.10259127021126714,0.08311056144414665,0.09448552635101257,0.048187857345214705,0.04193633734847808,0.036750653083415255
84,0.682220753802856,0.11269308848402641,0.04950032256081781,0.0709583408060777,0.03290201898076595,0.008830341902492987,0.042895133462963246
85,0.6000516220631704,0.1109774281953951,0.08064800522720207,0.09154587576128086,0.043708474433762856,0.020911971519110097,0.05215662280007852
86,0.6137894616451178,0.12416719845542255,0.0823317573866481,0.0830593825804226,0.030940087037811065,0.018184889923307176,0.0475272229712706
87,0.5669956291795047,0.12561010397512223,0.08449183307076874,0.09794787159611588,0.05023553345314091,0.02294535591327188,0.05177367281207515
88,0.6497454461499539,0.11570012555994734,0.0707389152213846,0.070021081733727,0.039177181553631986,0.018067803831210823,0.03654944595014451
89,0.9248400554322661,0.037413526116705585,0.011156935036575725,0.009602229245860856,0.004301489311512866,0.004612026574809943,0.008073738282268886
