,ir_value,ir_strength,gyr_acc_x,gyr_acc_y,gyr_acc_z,gyr_x,gyr_y,gyr_z
0,0.11380370002403409,0.186659256426218,0.21281789736285803,0.11971623185881448,0.12926185547142793,0.13304024312657678,0.0549961664840054,0.04970464924606518
1,0.1100822003026348,0.19248223192574374,0.23256073165659286,0.12566652010364163,0.12826880585564235,0.10771750875749136,0.05690667782635866,0.04631532357189428
2,0.10987683540742954,0.18728587410368433,0.216022155107807,0.12574724339093418,0.12545692046941248,0.136844869862441,0.05412449012151764,0.04464161153677366
3,0.11460235639659395,0.18690704725953217,0.2095474625732887,0.12005131523436567,0.12921063869321733,0.12961768223257208,0.057868720735363866,0.052194776875066254
4,0.11169339837332759,0.18532825734555167,0.20922948818614046,0.12318585466226632,0.12802147109692058,0.1315905373975157,0.06071220631854885,0.05023878661972905
5,0.10553639837898929,0.1961056429036381,0.21855202132591964,0.13117352310099073,0.12039292332176259,0.1201712249820874,0.0551563222536005,0.05291194373301199
6,0.10958398976598628,0.19269995724903063,0.21190640083096474,0.12455580052014797,0.1223061148787818,0.13638990152487898,0.057231143411398316,0.04532669181881132
7,0.11419678206877845,0.1942722931890974,0.21551938945371327,0.12674308795737438,0.12075362647921499,0.11818407904420979,0.058556562109608974,0.05177417969800256
8,0.10848024736801401,0.1965115588993684,0.21697180544954597,0.12820610778061495,0.12252859913364637,0.11912637825744123,0.06010095912322468,0.048074343988144475
9,0.10798322260039589,0.1978102533311855,0.20860231243710425,0.12518407610934174,0.127649365909532,0.13095983079965245,0.05335350058139149,0.04845743823139663
10,0.11412435605846867,0.19914120793244314,0.2012094490425455,0.12308420806853114,0.1311748208243205,0.12052554521456135,0.06072610941320826,0.05001430344592138
11,0.11105878548552452,0.1967979746638194,0.21542468067713166,0.12430507400300247,0.12400993331778622,0.12075312768525336,0.05840075549882611,0.0492496686686566
12,0.10656957527115786,0.1897782250554472,0.21339155685292135,0.12439914798504023,0.12472121106606336,0.13165295028159754,0.05928689511725569,0.05020043837051631
13,0.10697927942028726,0.19185659473649785,0.22516741328289172,0.11759590862389983,0.11652956181477495,0.1373106754991777,0.0572114326421471,0.04734913398032353
