,ir_value,ir_strength,gyr_acc_x,gyr_acc_y,gyr_acc_z,gyr_x,gyr_y,gyr_z
43,0.8958663336815053,0.045704916692446924,0.03620346216416498,0.0046752871176380115,0.004090409834262758,0.009099184331908965,0.002545064189588443,0.0018153419884847546
44,0.8956934978140662,0.04606997616055515,0.03591493749897394,0.004611790141045044,0.004208123731665877,0.00921102189818043,0.0024728997536912316,0.0018177530018222332
45,0.8970698225969269,0.0437882172990545,0.03767932891439067,0.004362693451971376,0.0038538113066320695,0.009103567372914954,0.0024184985737235455,0.0017240604843860546
46,0.8984351035599009,0.04313909445435846,0.036219115392333974,0.004671573387179123,0.004093364528494604,0.009099634717582829,0.0025268513864004894,0.0018152625737496801
47,0.8957510156116788,0.046010336779654895,0.035920106189740904,0.004612282133149222,0.0042083100237711125,0.009207791091720891,0.0024722383385510443,0.001817919831733163
48,0.8957062146112003,0.04591652649624,0.03770176938964109,0.004396278316175391,0.004025059989747309,0.00810811277000499,0.0023943086622928576,0.0017517297646981373
49,0.8962263656033954,0.045107161609633,0.03660215043797457,0.004625243932750964,0.004136414204723646,0.008968072270442978,0.002480024778894681,0.0018545671621847566
50,0.8950166127082965,0.0462944826352632,0.03619614816992322,0.004649279151076314,0.0042413349378978855,0.00927871068495012,0.002491337670850834,0.0018320940417421044
51,0.9020254107935515,0.04310843002446257,0.033294537926684936,0.004658732478675708,0.004084235780557627,0.008609662323949356,0.0024372962996225983,0.0017816943724958262
52,0.892918297987305,0.04717193647329651,0.037102204216137906,0.004781286997243621,0.004196267211396283,0.009404086479565163,0.0025574983960364606,0.0018684222390190214
53,0.8932638389172661,0.04711650645310566,0.03676980858674273,0.004723309416983802,0.004309284649053956,0.00942522686463784,0.002530957276854027,0.0018610678353559586
54,0.8933011582827256,0.047224970799703204,0.036977125979346194,0.004675672492628599,0.004118715177845704,0.009180123106840746,0.0025675994393872794,0.00195463472152271
55,0.8932687710936568,0.04691617945085355,0.03708337410431644,0.004776476568533413,0.004191176531136359,0.009314788156184958,0.0025807544610453336,0.0018684796342731049
56,0.8931777387341716,0.04719587833172056,0.036777058909892475,0.004720246668095624,0.0043058974649364005,0.009430823322085979,0.0025308355354255246,0.0018615210336717565
57,0.8984955186080139,0.04292498679694793,0.03642278071348642,0.004608912451607482,0.004055472865794982,0.009039615929359588,0.002528536578035618,0.001924176056754033
58,0.895051801829638,0.046143961055859,0.0364246382264682,0.004702277000015878,0.004108970768375879,0.009186527747436009,0.0025395106038380625,0.0018423127683690008
59,0.8948766025715814,0.046437495553498735,0.036196891266350555,0.004645976977513806,0.004238062931656007,0.009281719259663873,0.0024909915632341647,0.0018322598765014133
60,0.9054601537332522,0.0418894000064747,0.03283807424424724,0.004193975891680758,0.0038193499589317882,0.007875053595656325,0.0022529055838971025,0.0016710869858599332
61,0.8967812912885689,0.04481592718107441,0.036189649011269316,0.004676524778715131,0.0040930115610727895,0.009100099870136269,0.002527696407269832,0.0018157999018933394
62,0.8957517933926765,0.04604999960823024,0.03588449617673472,0.004615022120430789,0.00420396094586152,0.009205564736040424,0.0024712826317520014,0.0018178803882738098
63,0.896980426386043,0.04467709085784072,0.036062489581601145,0.004277883553555965,0.003839274121837672,0.00996301540906832,0.0025783070272418053,0.001621513062811475
64,0.8984229207958596,0.0431574100996405,0.03622178683868665,0.004661543055699321,0.004086353403486708,0.009097648452558178,0.00253462133579005,0.0018177160182790482
65,0.8957510156116788,0.046010336779654895,0.035920106189740904,0.004612282133149222,0.0042083100237711125,0.009207791091720891,0.0024722383385510443,0.001817919831733163
66,0.8956958943235379,0.04726918838842002,0.03500090397998027,0.004668386761764392,0.004216308027307337,0.008798521207118855,0.0024875278702448647,0.0018632694416263684
67,0.8965748523937866,0.045179424195332926,0.03688995452658365,0.004534941924788537,0.004023168581607384,0.008604388798517179,0.002391702566825101,0.0018015670125586232
68,0.8950166127082965,0.0462944826352632,0.03619614816992322,0.004649279151076314,0.0042413349378978855,0.00927871068495012,0.002491337670850834,0.0018320940417421044
69,0.9020318099182963,0.04402232474942948,0.03470348141407451,0.004197164505976977,0.0036459205161295956,0.007579308634896354,0.002225399402584659,0.0015945908586119965
70,0.8922687174828683,0.04802650547359868,0.03732374665277143,0.0047512408464977975,0.004190461401631418,0.009045182531079896,0.002549567734172094,0.001844577877380441
71,0.8932681823403887,0.047114836660837996,0.03676829188762308,0.00472296495177088,0.004309417208655906,0.009424523189203064,0.0025307166486475303,0.0018610671128728971
72,0.7138652693663463,0.2266881746464192,0.03694597669349753,0.004686760270918315,0.004111704508367247,0.009191808523497354,0.0025588868338811896,0.0019514191570729135
73,0.8932678627771017,0.04691663221956802,0.037082142420278054,0.00477796282264127,0.004191176531136358,0.009314956989702486,0.0025807866052989367,0.0018684796342731045
74,0.8931740704025399,0.047198178656685574,0.03677722595526155,0.00471982077507662,0.0043059185044367985,0.009432037132506637,0.0025308826583680228,0.0018618659151248117
75,0.9217718994902183,0.041200001228522125,0.022251645951348736,0.003464740162873738,0.002927260060145321,0.005210175920566525,0.0017890342293924895,0.0013852429569328173
76,0.8949581290382101,0.0461583842592907,0.03649701001531489,0.004713866421152641,0.004124027712638209,0.00917205811727204,0.0025469792340585364,0.0018295452020629613
77,0.8948766025715814,0.046437495553498735,0.036196891266350555,0.004645976977513806,0.004238062931656007,0.009281719259663873,0.0024909915632341647,0.0018322598765014133
78,0.9054532038089816,0.044947166525003565,0.028292105069428426,0.003931852874506867,0.0035755527103889387,0.010234767300287627,0.002156543884919867,0.0014088078264830662
79,0.898924136363998,0.04263856719190721,0.0362285896747539,0.004673317689228508,0.00409367498997845,0.009099385303598159,0.0025269440593015096,0.0018153847272340984
80,0.8957042545643402,0.046056364138597344,0.035911514411281036,0.004612221948852063,0.004211106273793083,0.009214364093741314,0.0024722404848287424,0.0018179340845662232
81,0.8969719389329206,0.047244206681895405,0.036284958412387054,0.004263328054181824,0.0034225518343415176,0.008186184733915027,0.0020975343154724714,0.0015292970348862076
82,0.8971246994851354,0.042102092535514495,0.04075342601628984,0.004299223364159547,0.0037705365736024864,0.00795176947909163,0.0023181536226776307,0.0016800989235289572
83,0.8957587291815422,0.04601737254189875,0.03591708881975334,0.004605039933302582,0.004207916853044235,0.009204779162628796,0.002471487326977378,0.001817586180852725
84,0.8956969432002604,0.046544869534839384,0.03701809827448485,0.00406767829895558,0.0036362381978973556,0.008940369907002458,0.0024487165373243422,0.0016470860492355656
85,0.8957068191249007,0.047365111175365376,0.035069098165789625,0.004218104072656409,0.004038370452781314,0.009367621041916808,0.0024643336216610265,0.0017705423449287678
86,0.8950523752877438,0.04629335135844518,0.03619066869698818,0.004624418644430032,0.004240887917912864,0.009275921260779325,0.0024906994255047207,0.0018316774081958667
87,0.9020174493522902,0.05712767349979112,0.02429544975566973,0.0031432695912846217,0.00328445632958323,0.006966205716725996,0.0018197373938060115,0.001345758360849107
88,0.9015951490970378,0.04413613312275525,0.034918719438981886,0.00429716167531026,0.003546300788826945,0.007572288074897461,0.0023291306411462698,0.0016051171610443084
89,0.8931958335929202,0.04708986374698941,0.03688087130399374,0.004709933805282182,0.004309760345479446,0.009422648770130026,0.002530456978719695,0.0018606314564851832
